,Clearsky DHI,Clearsky DNI,Clearsky GHI,pred_DHI,pred_DNI,pred_GHI
140290,154,658,526,144.18276250362396,667.1014785766602,512.9632851481438
140291,156,665,539,157.34256014227867,641.5640640258789,515.585554599762
140292,182,601,526,157.95350462198257,640.9075403213501,517.5839207172394
140293,179,591,508,181.1659598350525,565.0581932067871,487.83373618125916
140294,174,569,475,176.52163341641426,542.1340417861938,458.89525324106216
140295,166,540,429,164.61770445108414,518.474268913269,408.91234040260315
140296,148,516,372,151.253152936697,483.33664417266846,355.57871121168137
140297,134,458,303,128.44702303409576,433.3301305770874,281.1560785472393
140298,108,411,229,106.44300296902657,362.0681428909302,209.4786173850298
140299,84,300,148,73.67263346910477,265.2445960044861,127.06874534487724
140300,50,180,72,38.08794215321541,128.9123284816742,55.616559728980064
140301,11,15,11,5.369270481169224,3.1409120559692383,4.1329556703567505
140302,0,0,0,-3.679949976503849,-7.365807294845581,-6.944377698004246
140303,0,0,0,-0.54928258061409,-1.0898101329803467,-4.652323357760906
140304,0,0,0,-0.35618502646684647,-3.908318281173706,-2.862775094807148
140305,0,0,0,0.12229876592755318,-1.0631859302520752,-1.5301376581192017
140306,0,0,0,-4.690762273967266,-14.237083196640015,-10.523426704108715
140307,0,0,0,0.3095639497041702,-1.9258999824523926,-2.6085837483406067
140308,0,0,0,0.10856291279196739,-1.517486572265625,-2.900220699608326
140309,0,0,0,0.37924088537693024,-1.7775297164916992,-2.48045451939106
140310,0,0,0,0.09917134419083595,-1.1656999588012695,-2.731786757707596
140311,0,0,0,0.32561928033828735,-1.4348244667053223,-2.1213077679276466
140312,0,0,0,0.11453630402684212,-0.886223316192627,-2.2348721772432327
140313,0,0,0,0.3544085845351219,-1.1172711849212646,-1.5499692559242249
140314,0,0,0,0.1730157621204853,-0.5628585815429688,-1.748633712530136
140315,0,0,0,0.392132718116045,-0.7957041263580322,-1.0195056945085526
140316,0,0,0,0.18994668498635292,-0.3002583980560303,-1.3697979226708412
140317,0,0,0,0.3331228531897068,-0.6811642646789551,-0.9441234469413757
140318,0,0,0,0.08128063753247261,-0.4761672019958496,-1.6892101988196373
140319,0,0,0,0.2540354058146477,-1.139974594116211,-1.4468512833118439
140320,0,0,0,0.11303979903459549,-1.1785316467285156,-2.175702102482319
140321,0,0,0,0.3146912157535553,-1.6956579685211182,-1.8714724034070969
140322,0,0,0,0.1543189212679863,-1.8228590488433838,-2.6820968836545944
140323,0,0,0,0.2722523547708988,-2.208569049835205,-2.6215804144740105
140324,0,0,0,-0.02697918564081192,-2.5972390174865723,-3.626964807510376
140325,0,0,0,-0.2790318801999092,-3.2769930362701416,-4.189480476081371
140326,0,0,0,-1.388217806816101,-6.289650201797485,-6.159778229892254
140327,0,0,0,-2.6428530737757683,-8.60766053199768,-7.70441734790802
140328,0,0,0,-3.8381164520978928,-19.037513732910156,-11.017830654978752
140329,0,0,0,12.807571720331907,84.94138836860657,12.262338656932116
140330,25,167,35,30.727555993944407,190.58021187782288,40.91352478787303
140331,49,387,110,46.351200714707375,317.9766654968262,83.54995923489332
140332,66,530,196,56.6971143335104,483.92621994018555,156.14394275844097
140333,78,623,280,74.31513294577599,590.7142543792725,248.9653086066246
140334,90,676,357,86.27019986510277,660.5033254623413,332.80170929431915
140335,97,721,426,96.20946824550629,686.3055562973022,392.0647961497307
140336,112,722,477,102.97254264354706,726.2734127044678,457.1369571685791
140337,117,744,520,116.05769604444504,717.5135850906372,490.59571385383606
140338,137,713,541,121.13821893930435,731.4440870285034,525.3766615390778
140339,138,719,553,138.20298954844475,698.7571287155151,532.3389462828636
140340,152,683,545,139.3381780385971,695.5179643630981,532.0839233398438
140341,150,673,526,149.20463755726814,655.571928024292,506.8811938762665
140342,150,642,491,146.76890835165977,632.9482984542847,475.4684498310089
140343,144,613,444,142.3447597026825,592.6624393463135,421.389013171196
140344,131,582,385,133.92097309231758,549.5182132720947,365.60576981306076
140345,119,523,313,115.92709809541702,497.1318244934082,290.7367994785309
140346,94,484,238,98.1545290350914,416.0439872741699,214.18467772006989
140347,75,375,156,67.42627214640379,332.1619415283203,131.73081818223
140348,44,285,80,37.554437071084976,187.8674566745758,59.937931418418884
140349,13,60,15,5.600365791469812,31.088064908981323,5.829448278993368
140350,0,0,0,-2.886633947491646,-3.615049123764038,-5.754782788455486
140351,0,0,0,-0.9680408798158169,-0.13446927070617676,-5.646239638328552
140352,0,0,0,-0.4559393972158432,-3.701399564743042,-3.3233449459075928
140353,0,0,0,0.15403898432850838,-1.6180479526519775,-1.4812714606523514
140354,0,0,0,-4.697663877159357,-14.054991006851196,-10.593162015080452
140355,0,0,0,0.24881552904844284,-2.0196890830993652,-2.684932231903076
140356,0,0,0,0.04618959501385689,-1.4972782135009766,-2.920274056494236
140357,0,0,0,0.31971534714102745,-1.766340732574463,-2.386539548635483
140358,0,0,0,0.09738437831401825,-1.2573039531707764,-2.5825666561722755
140359,0,0,0,0.33777233213186264,-1.5009355545043945,-2.012424059212208
140360,0,0,0,0.13357622548937798,-0.9417808055877686,-2.2119438722729683
140361,0,0,0,0.3771739825606346,-1.1709225177764893,-1.4905853420495987
140362,0,0,0,0.19741447642445564,-0.7573020458221436,-1.7196783125400543
140363,0,0,0,0.44555647298693657,-0.9793460369110107,-0.9791217818856239
140364,0,0,0,0.269097276031971,-0.48951029777526855,-1.255275197327137
140365,0,0,0,0.4185330867767334,-0.781090259552002,-0.7874189764261246
140366,0,0,0,0.1427973061800003,-0.7073080539703369,-1.557025946676731
140367,0,0,0,0.32328296452760696,-1.2440848350524902,-1.3316395208239555
140368,0,0,0,0.16590578481554985,-1.219087839126587,-2.056356117129326
140369,0,0,0,0.34657035022974014,-1.8137156963348389,-1.836941346526146
140370,0,0,0,0.1533002033829689,-1.8884897232055664,-2.754699222743511
140371,0,0,0,0.2914985455572605,-2.0344889163970947,-2.637816347181797
140372,0,0,0,0.051735714077949524,-2.073014974594116,-3.465167798101902
140373,0,0,0,-0.1055677980184555,-2.87028431892395,-3.662066102027893
140374,0,0,0,-1.0937178321182728,-5.515564680099487,-5.7432354763150215
140375,0,0,0,-2.0688371174037457,-5.152713060379028,-7.072435647249222
140376,0,0,0,-3.428055141121149,-11.862632036209106,-10.219054445624352
140377,0,0,0,15.94778117723763,113.07762265205383,17.55014830082655
140378,24,184,36,30.434426236897707,202.29591488838196,40.43925339356065
140379,48,417,113,43.37406925857067,347.930691242218,83.05067658424377
140380,58,601,205,54.457985050976276,515.8453845977783,161.28202146291733
140381,67,697,294,63.97257015109062,668.1676244735718,265.5971604734659
140382,66,797,382,71.63984507322311,743.3882188796997,352.54739129543304
140383,71,843,455,69.31822910904884,816.105146408081,431.546972990036
140384,73,879,518,72.77478098869324,856.405758857727,496.1564812064171
140385,76,902,566,73.99542391300201,880.0509023666382,543.9491746425629
140386,80,911,597,78.80294725298882,889.628734588623,576.040628194809
140387,80,919,612,80.21779485046864,894.5942258834839,590.0436370372772
140388,83,914,610,82.32521906495094,892.4702405929565,588.7737178206444
140389,82,908,592,81.03759333491325,886.7513990402222,570.9587337374687
140390,82,891,557,81.47212281823158,869.5325136184692,537.098973274231
140391,79,870,506,77.20751717686653,849.623064994812,486.6093726158142
140392,75,839,442,74.122064858675,815.9848260879517,424.3999312520027
140393,69,791,365,65.8301980048418,772.4829244613647,346.2484830021858
140394,60,730,280,59.432110860943794,690.7287693023682,257.06076641380787
140395,50,631,188,45.77613867819309,588.5564231872559,162.5032012015581
140396,35,486,97,31.115472819656134,425.13753175735474,75.16229423880577
140397,14,208,21,2.05354792997241,94.17501211166382,-0.8509054332971573
140398,0,0,0,-3.1246708519756794,-5.635761022567749,-7.956224784255028
140399,0,0,0,-0.9773966670036316,-1.2234890460968018,-3.2319643646478653
140400,0,0,0,-0.9679461643099785,-4.185904264450073,-3.8483754098415375
140401,0,0,0,0.03843765705823898,-2.7755343914031982,-1.3584644496440887
140402,0,0,0,-3.3478795178234577,-13.957885503768921,-8.751373648643494
140403,0,0,0,0.15446625649929047,-2.23599910736084,-2.9270614683628082
140404,0,0,0,-0.052211396396160126,-1.7637062072753906,-3.1335983723402023
140405,0,0,0,0.18497727811336517,-2.0952534675598145,-2.734028108417988
140406,0,0,0,0.025430060923099518,-1.6448426246643066,-2.8761281594634056
140407,0,0,0,0.25254521518945694,-1.827554702758789,-2.3282881900668144
140408,0,0,0,0.1105603575706482,-1.2819290161132812,-2.427889697253704
140409,0,0,0,0.3258192352950573,-1.7077767848968506,-1.9011247605085373
140410,0,0,0,0.24196023121476173,-0.7998883724212646,-1.9464665725827217
140411,0,0,0,0.410475954413414,-1.060318946838379,-1.2277533113956451
140412,0,0,0,0.23807479068636894,-0.8945763111114502,-1.5830113589763641
140413,0,0,0,0.389714315533638,-1.147676706314087,-1.245921716094017
140414,0,0,0,0.16759803518652916,-0.5452072620391846,-1.8069484308362007
140415,0,0,0,0.24483537301421165,-1.2913358211517334,-1.6144377887248993
140416,0,0,0,0.05313750356435776,-1.5020513534545898,-2.368608742952347
140417,0,0,0,0.194857157766819,-1.835566759109497,-2.1940051466226578
140418,0,0,0,0.06325732916593552,-2.0415866374969482,-2.700574167072773
140419,0,0,0,0.03444908186793327,-2.204059362411499,-2.794386178255081
140420,0,0,0,-0.2540838159620762,-2.31844425201416,-3.595871016383171
140421,0,0,0,-0.5450288020074368,-2.4844813346862793,-3.922197423875332
140422,0,0,0,-1.3777506910264492,-6.016465425491333,-5.7963705360889435
140423,0,0,0,-1.766343154013157,-7.490265369415283,-6.725842043757439
140424,0,0,0,-2.2836981900036335,-10.587366819381714,-8.9913961738348
140425,0,0,0,25.77911913394928,200.59177994728088,35.43380641937256
140426,23,253,39,28.2428715005517,243.65870594978333,44.7160554677248
140427,44,481,120,38.90186406672001,411.4030075073242,89.95090046525002
140428,60,606,209,52.12664917111397,568.8749694824219,171.2789208292961
140429,71,696,297,68.48190382122993,659.5807456970215,266.78909969329834
140430,94,701,372,77.49637842178345,727.8551816940308,352.43283689022064
140431,101,748,443,97.51682847738266,720.257396697998,412.65012139081955
140432,110,772,501,107.11919590830803,748.2708311080933,477.4254420399666
140433,114,795,547,113.07339146733284,772.5609064102173,523.15102404356
140434,116,810,577,117.11780250072479,787.7330446243286,558.1194531917572
140435,118,818,592,117.02281758189201,797.3349905014038,571.0740484595299
140436,109,839,594,118.09772491455078,798.2371759414673,573.4629639983177
140437,108,833,576,107.8154769539833,812.8401327133179,557.7519033551216
140438,96,842,547,104.92443978786469,802.6424741744995,526.4705674052238
140439,93,821,498,92.66446471214294,801.4910936355591,479.8082750439644
140440,84,802,437,87.38226935267448,771.0178184509277,418.5457449555397
140441,77,756,362,75.88070869445801,732.6336526870728,342.6269671320915
140442,67,700,279,66.57822739332914,659.9002981185913,256.5703145265579
140443,55,601,188,51.83021068572998,562.7941751480103,166.8876475095749
140444,38,456,98,34.44913448765874,405.54469108581543,79.20702939480543
140445,15,183,22,3.3761194720864296,83.46297800540924,2.325935959815979
140446,0,0,0,-3.2113165967166424,-7.077590227127075,-7.317986309528351
140447,0,0,0,-1.046397965401411,-1.0569250583648682,-3.3185296058654785
140448,0,0,0,-0.6170631013810635,-3.075777292251587,-2.332525372505188
140449,0,0,0,-0.035699326545000076,-2.720550298690796,-1.3791355639696121
140450,0,0,0,-3.3605271950364113,-14.060600996017456,-9.092930153012276
140451,0,0,0,0.11909317225217819,-2.0122969150543213,-3.080788031220436
140452,0,0,0,-0.05576217547059059,-1.5747487545013428,-3.260919764637947
140453,0,0,0,0.14446429908275604,-1.8116545677185059,-2.9157992750406265
140454,0,0,0,-0.007783509790897369,-1.2799608707427979,-3.013919748365879
140455,0,0,0,0.1712287962436676,-1.5287220478057861,-2.5521698221564293
140456,0,0,0,0.004958882927894592,-1.0456275939941406,-2.6879576593637466
140457,0,0,0,0.20838042721152306,-1.111304759979248,-2.1132848411798477
140458,0,0,0,0.07764777168631554,-0.5064487457275391,-2.1545399501919746
140459,0,0,0,0.23385047912597656,-0.8944833278656006,-1.6415874361991882
140460,0,0,0,0.09279172867536545,-0.16719937324523926,-1.892753355205059
140461,0,0,0,0.36193951964378357,-1.341918706893921,-1.1176578477025032
140462,0,0,0,0.08646473288536072,-0.5773794651031494,-1.7132552191615105
140463,0,0,0,0.12136213481426239,-1.2557697296142578,-1.5126820504665375
140464,0,0,0,-0.05166415125131607,-1.0832703113555908,-2.1223373636603355
140465,0,0,0,-0.06314577534794807,-1.5539050102233887,-2.1733973920345306
140466,0,0,0,-0.274994894862175,-1.4419221878051758,-2.715962663292885
140467,0,0,0,-0.3957824222743511,-1.41554594039917,-2.8180431202054024
140468,0,0,0,-0.763423815369606,-1.5987849235534668,-3.4382161498069763
140469,0,0,0,-1.1994961090385914,-1.5707504749298096,-3.9282403588294983
140470,0,0,0,-2.029399685561657,-5.46924352645874,-5.495403863489628
140471,0,0,0,-2.01829481869936,-6.1088597774505615,-6.137301363050938
140472,0,0,0,-3.3255855925381184,-4.823273420333862,-8.870268195867538
140473,0,0,0,27.026654947549105,260.3001809120178,43.40115083754063
140474,23,260,39,25.445764753967524,289.8832035064697,49.189332127571106
140475,45,490,122,40.82680307328701,421.8325972557068,96.66421312093735
140476,60,622,213,53.94802413880825,573.7196445465088,175.05508197844028
140477,71,710,302,68.91989778727293,677.9919242858887,270.2122995853424
140478,80,766,383,78.77122387290001,742.3468065261841,355.66627436876297
140479,86,808,456,85.99969238042831,777.5952053070068,424.45328015089035
140480,89,839,515,90.62596812844276,816.3601064682007,491.1592353582382
140481,92,859,561,92.28733703494072,839.0069818496704,535.0316717624664
140482,96,866,590,95.9992166608572,851.237006187439,568.6089745163918
140483,97,871,604,96.75508007407188,852.9948854446411,578.6971752643585
140484,96,872,602,97.48832121491432,855.1470136642456,585.173934340477
140485,95,863,583,93.98115336894989,849.6030426025391,563.9314419031143
140486,99,829,544,92.68664076924324,835.5673456192017,531.8930838108063
140487,96,804,494,93.17180305719376,792.2271108627319,472.8282495737076
140488,94,757,429,89.8320922255516,750.9532737731934,411.49912840127945
140489,86,708,355,84.46376889944077,686.2252187728882,331.48579090833664
140490,74,651,273,73.64840313792229,605.7751846313477,246.0845155864954
140491,61,550,183,57.04794056713581,514.081244468689,160.6649134606123
140492,41,416,96,36.88766937702894,360.58422327041626,75.72048560529947
140493,16,155,22,4.483101684600115,57.96651482582092,2.0747938007116318
140494,0,0,0,-2.752891443669796,-7.843896150588989,-7.487917125225067
140495,0,0,0,-1.2532545253634453,-3.5418713092803955,-4.552777290344238
140496,0,0,0,-1.2093107402324677,-4.459863901138306,-5.0945505648851395
140497,0,0,0,-0.09661402553319931,-1.7316734790802002,-2.074049323797226
140498,0,0,0,-2.9369952343404293,-11.435126066207886,-7.512706622481346
140499,0,0,0,-0.002050064504146576,-1.5873634815216064,-3.084193617105484
140500,0,0,0,-0.10114984586834908,-1.3748347759246826,-3.113362856209278
140501,0,0,0,0.08772129192948341,-1.6820669174194336,-2.718116894364357
140502,0,0,0,-0.06266588345170021,-1.309823989868164,-2.9568643048405647
140503,0,0,0,0.1418459415435791,-1.5139532089233398,-2.44304059445858
140504,0,0,0,0.002934075891971588,-1.020444631576538,-2.5784561932086945
140505,0,0,0,0.20331209525465965,-1.1950361728668213,-1.965672492980957
140506,0,0,0,0.0727267749607563,-0.6673872470855713,-2.1024344861507416
140507,0,0,0,0.2593415789306164,-0.8546090126037598,-1.4631188958883286
140508,0,0,0,0.11157907545566559,-0.3669118881225586,-1.7093585953116417
140509,0,0,0,0.21814454346895218,-0.701667070388794,-1.3310851231217384
140510,0,0,0,-0.01286657527089119,-0.44500231742858887,-1.9941843748092651
140511,0,0,0,0.10297680273652077,-1.007380485534668,-1.8141160011291504
140512,0,0,0,-0.038997530937194824,-1.1111807823181152,-2.4524178355932236
140513,0,0,0,0.07116502150893211,-1.608114242553711,-2.230690434575081
140514,0,0,0,-0.06059898063540459,-1.8439042568206787,-2.800722151994705
140515,0,0,0,-0.019422993063926697,-2.1399474143981934,-2.6185312271118164
140516,0,0,0,-0.24499323219060898,-2.5456178188323975,-3.289819724857807
140517,0,0,0,-0.4617149382829666,-3.0822861194610596,-3.601367473602295
140518,0,0,0,-1.3227862305939198,-6.328548192977905,-5.388935744762421
140519,0,0,0,-2.0707608945667744,-9.451282024383545,-6.626264296472073
140520,0,0,0,-2.837379779666662,-19.708372354507446,-9.50251917541027
140521,0,0,0,16.48730174638331,100.81950187683105,18.339349269866943
140522,25,138,34,32.147495076060295,207.19369888305664,44.74128848314285
140523,55,345,109,52.194486521184444,291.9944190979004,86.91660264134407
140524,73,504,197,64.27174065262079,440.0916862487793,153.45769581198692
140525,88,600,283,83.48372861742973,562.578330039978,249.91152292490005
140526,99,665,363,97.79370084404945,647.1881866455078,339.5605459213257
140527,107,713,434,108.13998490571976,680.2667284011841,403.8621891736984
140528,108,761,495,114.19541239738464,722.3837995529175,467.2514522075653
140529,112,784,540,113.93376186490059,758.6643743515015,512.9510567188263
140530,111,807,572,116.21909126639366,778.390645980835,546.2064920067787
140531,112,813,586,113.8805864751339,790.2888441085815,558.7342327237129
140532,113,808,584,114.45420041680336,791.5369892120361,560.3778476715088
140533,112,799,565,112.88626730442047,778.6034536361694,538.605097591877
140534,114,768,528,111.76097974181175,761.4792251586914,508.56504225730896
140535,110,741,479,109.44050878286362,721.0670948028564,452.08256083726883
140536,116,662,411,105.10885298252106,677.8299474716187,393.7477574944496
140537,106,608,339,104.28891137242317,579.221339225769,311.0732476711273
140538,113,439,248,92.85463660955429,489.071044921875,234.6182405501604
140539,89,335,165,86.97335094213486,287.944130897522,145.0254018008709
140540,58,171,81,50.64972713589668,120.70148944854736,61.65559013932943
140541,14,28,15,9.857560470700264,-2.7297556400299072,8.07700428366661
140542,0,0,0,-3.9277341589331627,-9.174083471298218,-7.631545729935169
140543,0,0,0,-0.579734668135643,-0.09008526802062988,-5.722207963466644
140544,0,0,0,-0.6144047528505325,-5.560568571090698,-2.3485633060336113
140545,0,0,0,0.20523376762866974,-0.5258357524871826,-1.0570304989814758
140546,0,0,0,-4.071417581290007,-14.734605550765991,-9.647549614310265
140547,0,0,0,0.3731580451130867,-1.3123810291290283,-2.7598313614726067
140548,0,0,0,0.14866966754198074,-0.878443717956543,-2.874401606619358
140549,0,0,0,0.3151795268058777,-1.2959694862365723,-2.4763123765587807
140550,0,0,0,0.11292193084955215,-0.8195078372955322,-2.701382003724575
140551,0,0,0,0.27727648615837097,-1.106717586517334,-2.1463982239365578
140552,0,0,0,0.12223772704601288,-0.6106674671173096,-2.2625603824853897
140553,0,0,0,0.3082316182553768,-0.8805203437805176,-1.563433200120926
140554,0,0,0,0.15849482268095016,-0.3581869602203369,-1.6886874809861183
140555,0,0,0,0.12806378304958344,-0.013002157211303711,-1.2717804089188576
140556,0,0,0,0.029258672147989273,0.4326045513153076,-1.476543240249157
140557,0,0,0,0.058492086827754974,0.13121485710144043,-1.3196962103247643
140558,0,0,0,-0.13406874611973763,0.32387614250183105,-2.018760032951832
140559,0,0,0,-0.009362101554870605,-0.21460533142089844,-1.7776524722576141
140560,0,0,0,-0.075084138661623,-0.3677487373352051,-2.3592077419161797
140561,0,0,0,0.08674677461385727,-0.991666316986084,-2.029000550508499
140562,0,0,0,0.03311675041913986,-1.3621270656585693,-2.5463011264801025
140563,0,0,0,0.1454809121787548,-1.6703665256500244,-2.1513719633221626
140564,0,0,0,0.02545531839132309,-1.7479145526885986,-2.7805579155683517
140565,0,0,0,-0.05230821669101715,-1.3712704181671143,-2.8088401183485985
140566,0,0,0,-0.5216067098081112,-3.351844549179077,-3.758578822016716
140567,0,0,0,-0.7673071511089802,-4.52551007270813,-4.180855631828308
140568,0,0,0,-1.831006482243538,-5.712146759033203,-6.791625291109085
140569,0,0,0,13.800780614838004,118.34864139556885,18.29960687458515
140570,26,198,39,28.166326638311148,283.71082067489624,47.32042579352856
140571,55,432,123,49.58333998918533,394.4874954223633,100.77936470508575
140572,65,647,224,64.34304669499397,536.4412975311279,178.3182510137558
140573,76,741,318,74.40838351845741,712.1721315383911,298.52127185463905
140574,74,847,411,80.82349419593811,793.1865739822388,390.4976564049721
140575,79,889,487,79.95542868971825,861.6563367843628,474.2909724712372
140576,79,930,553,81.513292491436,897.332272529602,538.6683306097984
140577,81,950,602,81.60300701856613,924.7610902786255,589.7685290575027
140578,81,968,636,82.24181048572063,939.5399713516235,624.0770031809807
140579,82,973,651,80.2662891894579,951.387152671814,642.0383482575417
140580,82,973,650,79.4460529088974,954.2828369140625,644.596687734127
140581,81,968,632,78.00317794084549,949.216799736023,625.5698219537735
140582,78,960,598,76.17356061935425,940.1351261138916,593.5213896632195
140583,76,941,547,71.89307644963264,926.1744356155396,541.2886992692947
140584,71,916,481,68.52563712745905,900.2464914321899,477.8923399448395
140585,66,875,403,62.12587036192417,863.0591440200806,395.02458292245865
140586,62,805,312,55.225496366620064,802.2932291030884,304.88822850584984
140587,52,713,215,46.83356784284115,697.7946901321411,201.85256019234657
140588,39,560,117,34.212852977216244,547.5452947616577,103.39623273909092
140589,18,278,30,7.62060122564435,192.59004473686218,13.025451254099607
140590,0,0,0,-5.554870776832104,-19.134913682937622,-12.589666940271854
140591,0,0,0,-0.7748338766396046,2.8274500370025635,-1.3410405218601227
140592,0,0,0,-0.9468477591872215,-0.4554784297943115,-5.211243361234665
140593,0,0,0,-0.33828379586338997,-2.054619789123535,-3.363126941025257
140594,0,0,0,-1.6766580939292908,-7.365962266921997,-7.784757494926453
140595,0,0,0,-0.0012018345296382904,-1.3765859603881836,-3.0112823992967606
140596,0,0,0,-0.15750346705317497,-1.1849474906921387,-3.2177084237337112
140597,0,0,0,0.005967076867818832,-1.3958954811096191,-2.9846713095903397
140598,0,0,0,-0.14060832560062408,-1.033012866973877,-3.1157309263944626
140599,0,0,0,0.015051346272230148,-1.1609113216400146,-2.784898057579994
140600,0,0,0,-0.09867461398243904,-0.6102335453033447,-2.8546412885189056
140601,0,0,0,0.08888313546776772,-0.7305073738098145,-2.3500760197639465
140602,0,0,0,-0.04443209618330002,-0.13527512550354004,-2.4197400510311127
140603,0,0,0,0.13629140332341194,-0.39823174476623535,-1.9049184247851372
140604,0,0,0,-0.01222461462020874,0.17178654670715332,-2.055833399295807
140605,0,0,0,0.06712593138217926,-0.15545248985290527,-1.7757754400372505
140606,0,0,0,-0.12127373367547989,0.18726825714111328,-2.2308963537216187
140607,0,0,0,0.001599639654159546,-0.46150684356689453,-2.0507171005010605
140608,0,0,0,-0.118849016726017,-0.4841947555541992,-2.449408248066902
140609,0,0,0,0.014415699988603592,-1.0606443881988525,-2.152425318956375
140610,0,0,0,-0.0815311074256897,-1.1853349208831787,-2.4461293816566467
140611,0,0,0,-0.05504865199327469,-1.3606548309326172,-2.0724178105592728
140612,0,0,0,-0.26567278429865837,-1.6853678226470947,-2.424016833305359
140613,0,0,0,-0.5628563649952412,-1.4049303531646729,-2.3950218334794044
140614,0,0,0,-1.0385576263070107,-4.562346935272217,-3.993057370185852
140615,0,0,0,-1.376228928565979,-6.220920085906982,-5.525436379015446
140616,0,0,0,-2.7944526076316833,-1.5878283977508545,-10.439506731927395
140617,0,0,0,15.669575426727533,242.57097244262695,27.377148531377316
140618,21,446,49,19.092334918677807,373.823766708374,48.103453148156404
140619,36,678,143,33.00902521237731,600.7888031005859,118.4446930885315
140620,46,804,244,47.81791873276234,765.319619178772,219.29765012860298
140621,53,881,341,50.70371076464653,853.5262537002563,321.44530004262924
140622,59,930,430,56.99892424046993,907.7410650253296,411.5434168577194
140623,63,964,507,61.70330449938774,942.6606130599976,489.9326542019844
140624,67,986,570,66.68371941894293,961.0194110870361,556.7591196298599
140625,69,1000,618,69.27937891334295,972.9061412811279,603.0545591115952
140626,71,1006,649,71.17955297231674,980.944356918335,637.9039986729622
140627,71,1008,663,71.47651344537735,982.4045038223267,649.4866021871567
140628,72,1002,659,71.88551604747772,981.4451026916504,650.533051609993
140629,71,993,639,70.9901724755764,971.9173574447632,625.8918161392212
140630,72,974,601,70.33788152039051,959.8876810073853,592.6175630092621
140631,69,953,549,69.83891181647778,933.5635662078857,535.8017460107803
